Expression Label,tweets
positive,"3 нэр дэвшигчдийн түүх, амьдралын замналыг их хөөрхөн харуулж. Эрдэнэ, Хүрэлсүхийн явсан зам мөр нь зарим онуудад хоосон байх юм.  https://t.co/PcVMGnSgtT"
negative,"Нөхөр саналаа Эрдэнэ харин би Энхбатыг дэмжиж бгаам тгсн манай хүн нмг санал хувааж Хүүкд туслах гэлээ гэнээ.... 
Бужир гүтгэлэг 😤 
Эмэгтэйчүүдийг бүхэл бүтэн 3 жил нийгмээс тусгаарлаж бгаа намын эсрэг чадах бүхнээ хийнэ гэж бхад чинь 😒 тэжээвэр нь бгаа биш 50К өгнө гэх шиг https://t.co/eICk4Y3hjd"
positive,Өнөөдөр улсын эрдэнэ маань юу ярьж биднийгээ хөгжөөх болдоо заримдаа ч айх гайхах зэрэгцэх юмаа хаха
negative,"1/2. Д.Баттулга:

Ардчилсан намд хуулийн дагуу албан ёсоор нэг л нэр дэвшигч байгаа нь С.Эрдэнэ. Энэ хүний төлөө Ардчилсан нам ажиллах ёстой, үүрэгтэй. С.Эрдэнэ 2021 оны Ерөнхийлөгчийн сонгуульд ялалт байгуулах эсэх нь одоогийн намын өнөөгийн хуваагдал маш том нөлөөлнө."
positive,@tamir_lu @saikhan_ch @sodonbil Эрдэнэ ч хэдий муу нэртэй ч зарчимаа барьдаг харин нохой женко бол еөк болоод супер комнист болсондог харин овоо чанга уналаа одоо хэн ч еөк болсон муу нохойг хар саванд нь хашчихна биз дээ
positive,@buje2 НҮБ-ын Хөгжлийн эрхийн газрын дарга Аюушийн Бат-Эрдэнэ ахтайгаа хамтрахыг санал болгож бна. Түүнийг таних уу? Зун болгон нутагтаа ирдэг сэн. Таньдаггүй бол холбоо барих мэдээллийг өгч болно шүү.
negative,"@buje2 Аюушийн Бат-Эрдэнэ бол ""Хоггүй байгаль"" хөдөлгөөнийг санаачлагч юм."
positive,@Uuriinhuuruu99 Ядаж Эрдэнэ нь дээршүү гэшш
positive,@Dandag_5004 Ядаж иллюминити цаана нь бга гэхээр Эрдэнэ нь ч бурхаан бурхан
positive,"Жилээс жилд Монголын кино урлаг шат ахих бус уналт руу орж байхад Ерөнхий сайд Л.Оюун-Эрдэнэ 2024 онд холливуудын кино хийх мөрөөдлөө танилцууллаа. Түүний энэ амлалт киночдыг баярлуулж, олны дургүйцлийг хүргэлээ. https://t.co/SjsuKdP1xX https://t.co/MFfA3Md8AH"
negative,"Өнөөдрийн дугаарт: -Хаврын ядаргаагаа тайлах “шинэ шөл”-ний үнэ ханш
-Л.Болд “Би АН-аас урваагүй. С.Эрдэнэ гэдэг даргыг л хүлээн зөвшөөрөөгүй”
-Ерөнхий сайдын БНХАУ-д хийх албан ёсны айлчлалын бэлтгэл ажил үргэлжилж байна
https://t.co/2ylnpXwDse"
positive,"Ерөнхийлөгчийн сонгуульд нэр дэвшигчдийн халз мэтгэлцээнд АН-ын Эрдэнэ нөгөө хоёроосоо хамаагүй илүү бодитой, итгэл төрүүлэхүйц ярьж чадах байх шүү."
neutral,"Эрх баригч намын дарга Хүрэлсүхийг бол хүлээн зөвшөөрөөд, дэмжиж хамгаалаад сүүд болсон байх шүү!

Л.Болд: Би АН-аас урваагүй, С.Эрдэнэ гэдэг даргыг л хүлээн зөвшөөрөөгүй https://t.co/RqEzN3PXhT"
negative,"Лу.Болд: Би АН-аас урваагүй, С.Эрдэнэ гэдэг даргыг л хүлээн зөвшөөрөөгүй чхшг

Энэ хүнийг юу ч ярьсан тийм нэг худ санагдаад байх болж сүнсээ худалдсан мэт"
positive,"Улсын #Эрдэнэ
Ардчилалын #Эрдэнэ
Интернетийн #Эрдэнэ

Ертөнцийн гурван Эрдэнэ"
positive,"Интернэтийн улс хоорондын гарцын хүндрэлтэй асуудлыг тухайн үеийн УБТЗ-ын шилэн кабелийн сүлжээгээр, тус байгууллагын @tsbat_IT ах, түүний баг шийдэж ОХУ-ын ТрансТелеком компанитай хамтарч шийдлээ... Үүнээс цаашхи түүхийг Бат-Эрдэнэ ах дэлгэрэнгүй өгүүлэх билээ..."
neutral,"Бэлэн дүр Дамжингийн Бат-Эрдэнэ (Батмөнх) гэгч, Аавто зам.ЧД ИТХ дарга гм. Дүүгийнхээ нэрээр төрийн эрх барьж, бордюрын бизнес цэцэглүүлсэн. Эхнэр нь салахдаа энэ бүхнийг дэлгэж тавьсан. @ArdiinNam #60тбм нэг иймэрхүү Аль Капонэ цаашаа... FYA @ob2133 @NominChinbat https://t.co/bLg0coxUEi https://t.co/1EQBzhxCPZ"
neutral,"Ялгаа нь:
 -Х.Баттулга ялахын төлөө өөрийнхөөрөө, өдөр шөнөгүй урагшаа л зүтгэсэн. 
-С.Эрдэнэ бол ялагдах даалгавараа биелүүлэх гэж үргэлж МАН-ын араас явна. Тэр бол АН-ыг сонгуульд оролцуулсан болж харагдуулах л үүрэгтэй!
https://t.co/yDtlMIwhku"
neutral,"Буянгийн Жагаагийн яриаг сонсож бвал таануусын тохлой хогийн сав болж. 
Миний толгой хогийн сав биш учраас бүр Хүрэлсүх болон С.Эрдэнэ тэргүүтний яриа сонсдоггүй! 
Толгойгоо хайрлаж гамнаж амьдарцгаа!"
positive,Н.Ариун- Эрдэнэ: Бүх зүйлийг тэнцүүлэх нь хамгийн шилдэг хүмүүжил - https://t.co/z1zp17TBWh https://t.co/TqMGNlQdk3
positive,"Оюун-Эрдэнэ бас чиг амбицтай юмаа тэр нь таалагджийнэ.Өөөрөөсөө илүү, бас өмнөх үеийхнийхээ үг сургаал туршлагыг сонсоод урагшилвал бүр л хол явна байх"
negative,Сонгуулийн хандивыг шог зураач Л.Оюун-Эрдэнэ сайдын  номонд буулгажээ https://t.co/EvctSVhUEb
neutral,Тийм. С.Эрдэнэ твиттерд огт хүн блоколдоггүй. Цаанаа нэг мужик. Уг нь яг л ерөнхийлөгч болох шударга шужик бодсон санасанээ хэлдэг хийдэг хүн бгаан https://t.co/p35iXx0M1L
positive,"Л.Оюун-Эрдэнэ: Сургууль төгсөөд орон нутагт очиж, ажиллавал ажилласан жилийг нь илүү тооцож, хөдөөгийн нэмэгдэл өгдөг болно https://t.co/3LC16zUXRO https://t.co/5baoHDtii3"
negative,@bayarkuu @g_ganbat Яаж ч бодсон Эрдэнэ гахайг сонгох хүн байхгүй!
positive,@BayasaaI Монгол улсын Эрдэнэ юмаа яалчтгүй
neutral,С.Эрдэнэ зөвхөн Ерөнхийлөгч Х.Баттулгын л “сөрөг хүчин” байснаас Монголын сөрөг хүчин байж чадаагүй..| https://t.co/eu5NuIZzIW | Шилдэг нийтлэлчдийн клуб https://t.co/LNwVIU6wzu
positive,6 жилийн өмнө очиж байв. Тэр үед залуу бөх байсан Тэрүнофүжи Г.Ган-Эрдэнэ өнөөдөр 10 даваатай Нацү башёг тэргүүлж байна. https://t.co/OGgR6ZoFUf
negative,Оюун-Эрдэнэ шиг худлаа том том боовыг захын нэг бацаан ч өмхүүлж чадна. Захын бацаанаас ялгарахгүй баагий сайд хийж бган инээдтэй биү бна гэж үү 🥴 https://t.co/3nmVDGjY28
negative,Утасныхаа дуудлага дээр “Хонхны дуу” тавихаас өөр алхам хийгээгүй С.Эрдэнэ Монголын ардчиллыг аврах гэж Ерөнхийлөгчид өрсөлдөж байгаа юм гэнэ ээ!| https://t.co/eu5NuIZzIW | Шилдэг нийтлэлчдийн клуб https://t.co/KeztnfOwRR
positive,"Л.Оюун-Эрдэнэ: Сургууль төгсөөд орон нутагт очиж, ажиллавал ажилласан жилийг нь илүү тооцож, нэмэгдэл өгдөг болно https://t.co/OsmTI8LnBJ via @arslanmn"
positive,"Л.Оюун-Эрдэнэ: Тавдугаар цахилгаан станцыг барих нь зөв
https://t.co/xKaaRhHUE7 https://t.co/HjynmTmREe"
positive,"Л.ОЮУН-ЭРДЭНЭ: СУРГУУЛЬ ТӨГСӨӨД ОРОН НУТАГТ АЖИЛЛАВАЛ, АЖИЛЛАСАН ЖИЛИЙГ НЬ ИЛҮҮ ТООЦОЖ, НЭМЭГДЭЛ ӨГДӨГ БОЛНО‼️"
negative,@DanzanBolormaa @batmagnaib Би Хүрэлсүхийг Эрдэнэ гуайг дэмж сонго гээгүй шүү.
positive,"Л.Оюун-Эрдэнэ: Сургууль төгсөөд орон нутагт ажиллавал, ажилласан жилийг нь илүү тооцож, нэмэгдэл өгдөг болно https://t.co/nHK3Tifev1 via @ubn_mn"
neutral,Улсын Эрдэнэ Оюукын элий балай мэдэгдэл үзмээргүй байна! Хүрэлсүхээ хармаар байна!!!
negative,"Л.Оюун-Эрдэнэ: Нийслэлээс хөдөө рүү шилжвэл ажилласан жилийг нь илүү тооцож, нэмэгдэл олгоно https://t.co/WXhjuXZp7p"
negative,Пээ нэгдэхид сонгуулийн сурталчилгаа эхлэх гэж бгам байшдээ... С.Эрдэнэ амьд уу?
positive,@khotgoid81 Эрдэнэ гарчиж магадгүй.
neutral,"Хоёр Эрдэнэбаяр
Хоёулаа Эрдэнэтийнх 
Хоёул хоёул Эрдэнэ орсон нэртэй болсон нь ойлгогдож бгаа бид дээ? 😜 @Ebe_cool https://t.co/NyVFm8AYG4"
positive,Л.Оюун-Эрдэнэ: Төгсөөд орон нутагт ажиллавал цалингийн нэмэгдэл өгдөг болно https://t.co/SMPsLbXdkA
positive,"@khotgoid81 Эрдэнэ гуай төрийн ажлыг доод шатнаас нь мэднэ, хүнтэй хэрүүл хийж үзсэн, зохицуулж ч сурсан, мэдлэг мэдээлэл ахиу. Мэтгэлцээнд илүүрхэх нь тодорхой байх өө кк"
negative,Эрдэнэ гуайн өрөвдүүлэлт ид явж бна лээ хө https://t.co/mG2piaSOwA
negative,"Л.Оюун-Эрдэнэ: Төгсөөд хөдөө очиж ажиллавал ажилласан жилийг нь илүү тооцож, нэмэгдэл олгоно 👍👍👍 - https://t.co/Gu31nmM3j9"
positive,Л.Оюун-Эрдэнэ: Хотын иргэд ХӨДӨӨ амьдарвал УРАМШУУЛАЛ ОЛГОНО https://t.co/DL9AH8WyI9
neutral,"Эрдэнэ, Энхбат 2 тодорхой юман дээр сонгууль гэж мөнгө үрэх хэрэггүй дээ. Хэдэн төгрөг нь хаа юм амьдралд нь хэрэгтэй шд. https://t.co/UR0w2iPZvc"
negative,@TovuuBold @Uyanga_ts Эрдэнэ ван дарга байхдаа болон одоог хүртэл АН-ын дүрмийг огт хэрэглээгүй.
negative,Л.Оюун-Эрдэнэ: Хотын захиргааг наадмын дараа Яармаг руу нүүлгэнэ https://t.co/DD6Wcdg5fn
positive,Ерөнхий сайд Л.Оюун-Эрдэнэ: Хотын захиргааг наадмын дараа  Яармаг руу нүүлгэнэ. https://t.co/jRIYmdmXVS
positive,Eрөнхий сайд Л.Оюун-Эрдэнэ  хотын дарга Д.Сумъяабазар🙏👏 2021.05.19 https://t.co/KpoEHdOAsm
negative,"Хүрэлсүх, Эрдэнэ 2 таалагдахгүй байгаа учраас Энхбат гуайг сонгомооргүй байна. Харин Ерөнхийлөгчийн эрх мэдлийн хүрээнд хэн юу хийж чадах, ямар зорилт тавин ажиллах хүсэлтэй байгааг мэдмээр байна. Өөр сонголт байхгүй мэтээр ярих нь бусад хүмүүсийн Пи-Араас ч ялгагдахгүй"
negative,@enheene Эрдэнэ ван бол биш бхоо. Энхбат нь л байх
negative,Ж.Бат-Эрдэнэ: Зургаагаас дээш хүүхэдтэй айлын байрны урьдчилгааг төр даахаар хуульд тусгалаа https://t.co/7Cp01KXgqS
negative,"С.Эрдэнэ АН-д төдийгүй Монголын ардчилалд гологдож байна
https://t.co/5JV82Q8mOT https://t.co/MM1LOmLbQF"
negative,@artanyan мань АН нэр дэвшигчийг тодорхой болоогүй гэж үзээд харзнаад бгаа энэ чигээрээ эрдэнэ зүтгэвэл энкатыг чинь дэмжинээ хүлээж бгаарай
negative,"@charleyjet Харилцаа холбоо, мэдээллийн технологийн газрын дарга Б.Болор-Эрдэнэ гэдэг хүн."
negative,УИХ-ын гишүүн Д.Бат-Эрдэнэ https://t.co/sBw8791XNi
negative,@Orgil0723 2 жилийн өмнө хүрэлсүх оюун-эрдэнэ нар бас батзандантай хамтрагч байсан.
positive,Ж.Бат-Эрдэнэ: Зургаа болон түүнээс дээш хүүхэдтэй гэр бүлийн орон сууцны урьдчилгааг төрөөс төлөх заалтыг хуулийн төсөлд тусгасан https://t.co/LkhwIKXBja https://t.co/oMokPeQh65
neutral,"Ээ л дээ, Хорвоогийн хамгийн ариун нандин чандмань эрдэнэ болох УС, тэнгэрийн хишиг Хур тунадас, Бороог маань очиж очиж энэ муухай вирустай зүйрлээд байхаар чинь хүн ард, хүүхэд багачууд УС-аа яаж хамгаалж, яаж хэмнэх вэ?

Тэнгэрийн хишиг хурын усаа дээдлэе. https://t.co/IWCHJFtzxr"
neutral,Тэрүнофүжи Г.Ган-Эрдэнэ өвдөг шороодлоо. Унасан ч тэргүүлсэн хэвээр.  https://t.co/KFCEtMsU2b via @FocusNews.mn
negative,"Хүрэлсүх,эрдэнэ 2-р хөрөнгийнх нь гарал үүслийг тодорхойлуулчих юмсан даа. Хэцүү бдаг юм болов уу?"
negative,@enheene У. Хүрэлсүхийг дэмжигч нар л хоёр хүн дэвшүүлнэ. Тэгээд хаашдаа ялагдах  С.Эрдэнэ гэж хүнийг сойх уу? Шаал мангар юм🤣🤣🤣
negative,"Муу Эрдэнэ дарга маань хаана явж байдаг юм болдоо, эмси болдоо"
negative,Сонгууль бол эхэлчиж. Эрдэнэ гишүүн чинь 3х3 сагсыг бараг зохиосон. Сагс улстөржиж болкуу. Эрдэнэ гишүүн лаг гэдэг нэвтрүүлэг явжээн. Улс төрийн л спорт болтой https://t.co/L5O2qpgoxt
positive,"Eрөнхий сайд Л.Оюун-Эрдэнэ, Хотын дарга Д.Сумъяабазар нар ТҮГЖРЭЛ БУУРУУЛАХ ТҮҮХЭН ШИЙДВЭР ГАРГАСНЫ ДАРАА биенийгээ тэврэв. Тэврэлдээд байж дээ https://t.co/yAP0QKLjO6"
neutral,"EС Л.Оюун-Эрдэнэ, Хотын дарга Д.Сумъяабазар нар ТҮГЖРЭЛ БУУРУУЛАХ ТҮҮХЭН ШИЙДВЭР ГАРГАСНЫ ДАРАА биенийгээ тэврэв  гэх! 
Мөнгө зарцуулах эрхтэй болсон хүн баярлаж үхэлгүй яахав! https://t.co/VQQdGeITAC"
positive,"Батзандан Хүүк хоёр чинь харин жинхэнэ далдуур холбоотон хоёр л доо Батзандангийн ах Бат-эрдэнэ гээд МАН-д Хүүктэй ойр нөхөр бий, нэг нутаг нтр гээд бүр https://t.co/8TZgTtJ227"
negative,"That’s who we are. We’re hypocritics. Бүх поллоор Энхбат 8%-д ч хүрэхгүй бхад бид энд худлаа гар хангалга хийгээд ямар ч нэмэргүй. 
Тэгэхээр С.Эрдэнэ л үлдэж бна. Би С.Эрдэнэд дургуй. Ер нь дуртай хүн бхгуй. That’s obvious. Энэ бүх цаг хугацаанд би Эрдэнийг шааж л ирсэн."
negative,гэхдээ эрдэнэ еөк болоод хэрэггүй намаа самарвал шороотой хутгалдана гэдгийг бүх дарга нарт ойлгуулах ёстой хамаа алга бүгд шоронд орог дарангуйлалд зовог ардчилалыг зарж идвэл юу болдогийг үзэг
positive,"Тимээс би С.Эрдэнийг энэ сонгуулиар додооно. Миний сонголт С.Эрдэнэ!

#VoteErdene2021"
positive,"“No.33 Дуучин Энх-Эрдэнэ 🎤🎧 /Авъяаслаг Монголчууд Ялагч/” @GuysMiigaa , @BChuluudai, and Хөгжмийн өрөө Music Room. Today, May 19 at 22:00 GMT 9 on @clubhouse! https://t.co/BcNQUfBTXq"
negative,"ЖАН-ынхан Эрдэнэ вангаа унагаахын тулд бүхнийг хийнэ. Дээр нь хэтэрхий муу рейтингтэй тул гуравт л орно. Хоёрт үлдэж чадлаа гэхэд цагаан хуудас ялна. Угаасаа, Хүүкийг унагаах цорын ганц боломж нь цагаан сонголт уриалах... https://t.co/orJvSnNHua"
negative,@Uyanga_ts @Onon90182120 Ах тэгээд Эрдэнэ гуайг дэмжихээр болж байна уу?
positive,Энэ эгч хаваржин Эрдэнэ вангийн хүүтэй клаб дээр хүзүү сээрээрээ хэлхэлдээд байсан ийм сонголт хийх гээд байсан юм байна даа. Вантаны бор гүү болох юм биздээ хахаха #NoEVan https://t.co/BVPlp5HArW
negative,Цагаан сонголт хийх нэмэргүй гвл Хүүк т өгнө. Хэзээ ч Энхбат Эрдэнэ 2т өгөхгүй болохоор https://t.co/O6aaUko6MY
positive,"https://t.co/CMzCiRwgyT - 
Л.Оюун-Эрдэнэ: Барилга, хот байгуулалтын яамыг гэр хороолол руу нүүлгэнэ. https://t.co/KPfe7Sd0Sw"
neutral,"https://t.co/CMzCiRwgyT - 
Ерөнхий сайд Л.Оюун-Эрдэнэ: ""ХААИС-ийг бүхэлд нь хотоос гарга гэхгүй. Эхний ээлжинд газар тариалантай холбоотой салбар сургуулийг гаргаж болно"" гэв. https://t.co/h48lqsKOYx"
positive,"Зэсийн ханш ѳсөж байгаа нь Эрдэнэ Ресурсийн Хѳвийн Хар тѳсѳлд ѳргѳн боломжуудыг бүрдүүлж байна. Бид Хѳвийн Хар талбайд 34 метрийн 1.3% зэс, 9.24 г/т мѳнгѳ агуулсан интервал илрүүлсэн. Хѳвийн Хар тѳслийн мэдээлэлтэй танилцаарай https://t.co/ufm5NGFRie https://t.co/mCNwPxxtEi"
negative,"М.Тулгатын АН-д УИХ-ын гишүүн Д.Бат-Эрдэнэ, Д.Пүрэвдорж нар харьяалагдана гэдгээ илэрхийлжээ"
negative,@BattsengelBavuu Эрдэнэ УБ хотын саналыг хувааж өгөөд үүрэг нь биеллээ гэж үзэх юм биш үү
negative,"@Temuujin_Kh Же-н санаачлага болгоныг Эрдэнэ тэргүүтэй та хэд жадлан эсэргүүцэж ганцаардуулж байхад Же-д тусалж Миеэ-хэнийг унагаж Хүүк-н тал гарч ирэхэд мань хүн нэмэр болох нь болсон!
Цэргээр төмөр зам бариулбал яана яана гээд байлаа? Төмөр зам цэргүүд бариад дуусч байх шиг байна. Яасан бэ?"
positive,"Үдшийн мэнд, Жиргээшдээ. Нилээд олон хүний сонгуулий тухай бодлыг уншлаа. Хүүкгүй сонголтыг дэмжигчид Энхбат, Эрдэнэ 2 хуваагдаж өгнө.2 дахь шатны сонгуульд энэ 2-ыг нэг нь Хүүктэй үзнэ биз. Сайн сонгогчдод хүрч ажиллавал Хүүкгүй 2 дахь шат болох магадлалтай. Бүгдэд амжилт хүсье."
negative,@Uyanga_ts гэхдээ Эрдэнэ АН бүгд ардчилалаа бодож энэ сонгуульд өнжөөд бүх хүчээрээ Энхбатыг дэмжвэл
neutral,"@m_zorigt Эрдэнэ баруун гар хүүхэн алцганцан байхдаа..
😜😜😜"
negative,@Uyanga_ts @z_erdenesaikhan Прагматик бай агаа. Яаж ч хичээгээд Эрдэнэ гарахгүй. АНын тэр хатуу 25%ийн чинь лав 15% нь эсрэг санал өгнө.2 хуваагдцан.  Нөгөө тал харин ч нэг заналтайгаар эсрэг дугуйлна даа. Уг нь Эрдэнэ өөрөө биш ядаж Амаржаргалаа гаргасан бол арай шанстай байлаа.
positive,"Оюун-Эрдэнэ холливүүд нтр гээд ахдаа л ажлын байр бэлдээд бгаан бнашд бодсон чн, ккккк"
neutral,@papaav_v8 Эрдэнэ даргын эрхи гэж лаг юм бгаа бх даа. Үнэт чулуу мод нтр. Үнэ хэд үү? папаавын санал эрдэнэ даргын эрхитэй адилтгах хэмжээнд гэхээр аймаар2 😜
positive,"@munkhbat_sel Олон байна дөө ах 

Бадарч, Хангай, Бат-өлзий, Орхонбаяр, Баярбаатар, Бат-Эрдэнэ гээд олон залуус бий"
positive,@papaav_v8 @amarbayar_m Би хоёр эрдэнэ мэт саналаа Хүүк агаадаа өгөхжаагааг чи бас дэмжиж байгаад туйлын баяртай байна РТ. Нөгөөхөө наадам центр хүргээд өгчиж чадах уу
positive,"@Batka_ Хүүк 70, Энхбат 20, Эрдэнэ 10"
positive,"@Batka_ Хүүк 60%, Энхбат 25%, Эрдэнэ 15%"
positive,@tsasan_ Оюун-Эрдэнэ энэ тэрийн дэргэд супер тархитай лут амьтан шүү дээ
negative,@Uyanga_ts Гарахгүй бсн ч хамаагүй. Харин Эрдэнэ бол бараадахгүй. 3-рт орно.
positive,"@Batka_ 1р шат:
Хүк 40%, Эрдэнэ 18%, Энхбат 30%, Цагаан 12%
2р шат
Хүк 43%, Энхбат 51%, цагаан 6%"
positive,"Зөв санаа👍👍Л.Оюун-Эрдэнэ: Төгсөөд хөдөө очиж ажиллавал ажилласан жилийг нь илүү тооцож, нэмэгдэл олгоно https://t.co/oiHrSfPtyp"
positive,"#Газар_зарна #Цонжин_Болдог 

✅ Төв аймгийн Эрдэнэ сум, Цонжин Болдогт 10га Аялал жуулчлалын гэрчилгээтэй газар худалдана
✅ Цонжин Болдог-с 3.5км, Нислэг төвийн хажууд

✅ 100сая
✅ Давуу тал: Үнэ цэнэ өсөх, ашигтай байрлалд, газрын хэмжээ том, хямд 

📲 88022508 https://t.co/fGzECOT0k1"
positive,"@Batka_ Хүүк 56%, Энхбат 25%, Эрдэнэ 17%"
negative,"@tvdaria @serdenemn АН-ын Үндсэн дүрмийг сахиж сайн ажиллаарай гэж захиж бна ш дээ, гэтэл нөхөр Туваан адилхан огцорсонд тооцогдсон нөхөр намын дарга болж дэвшиж давхиад , яг үнэндээ Эрдэнэ ёс зүйн хариуцлагаа ухамсарлан жудаг зааж тамгаа шилжүүлж бхад нөхөр Туваан адилхан огцорчоод ёс зүйгүй аашлав"
negative,"@Batka_ 51% Энхбат 49% Хүрэл-Эрдэнэ 
ОБЭЭБЭ гэж л буугаад байна да. Х лав биш байна. Уншигдахгүй байнадаг."
positive,"@Batka_ @KhulanMi У. Хүрэлсүх 50.6%
С. Эрдэнэ 30.2%
Д. Энхбат 18.4%
Хүчингүй 1.8%"
neutral,"Хүүк 44% Энхбат 36% Эрдэнэ 20%.

Аль ч дэвшигч 50% аа авч чадаагүй учраас дахин санал хураалт явна. Хүүк 41% Энхбат 51% Цагаан сонголт 8% үр дүнд Энхбат ялна гэж таамаглаж байна https://t.co/0ZbqKbbW9p"
positive,"У. Хүрэлсүх 57+-%
С. Эрдэнэ 28+-%
Д. Энхбат 15+-% https://t.co/XqT2cWU9Ic"
positive,"@Batka_ @KhulanMi 1-р шат 48% Хүрэлсүх, 27% Энхбат, 25 % Эрдэнэ.  2-р шат 51% Энхбат, 49% Хүрэлсүх"
negative,"Баабар: С.Эрдэнэ бол байдаг л нэг хулгайч, алуурчин, луйварчин.
 https://t.co/rkr2ogbN3i"
negative,"Бат-Эрдэнэ: 6 хүртэл хүүхэдтэй бол байрны урьдчилгаа төрөөс төлнө

Сумъяабазар: дэлгүүрүүд миний итгэлийг алдсан тул цагийн хуваарийг үе шаттай сунгана

Амарсайхан: зөвхөн гэр хорооллоос байранд орох иргэдэд ипотек зээл олгоно

Нийгмийн эмзэг бүлэгт халамж яриад бдаг болж 🤨🤔"
negative,"@Uyanga_ts @tulga2002 @ob2133 Эхний шатанд Хүрэлсүх 50% аваад гардаггүй л юм бол Эрдэнэ,Энхбат 2-н сонгогчид санал хуваана гэж байхгүй шдэ.Тэр 2-н саналын нийлбэр нэмэгдэхүүний байрыг сольсонтой адилхан л гарна.
Яаж ийж байгаад 2 шаттай болгоод,2-р шатанд 2 сөрөг хүчний сонгогчид нэгдчихвэл боломж гарна шүү."
negative,"@Uyanga_ts С.Эрдэнэ гэж мэлхий АН-ыг дотор нь хоёр хуваачихлаа. АН-ын гишүүд дунд бөөн зөрчил байна даа
Амаржаргал эсвэл Оюунгэрэл байсан бол хуваагдал гарахгзй"
negative,"ҮХЦ, Шүүх, Эрдэнэ-г худалдаж аваад АН-ы хуурамч тамга хийж өгөөд гол өрсөлдөгчөөр захиалаад авчихлаа.
Энхбат захиалгаар дэвшсэнээ мэдэхгүй бөөн горьдлого тээгээд юм ярих гэж үзээд байх шиг!
Энэ ардчилсан улсын шинж биш!
Авилгад идэгдсэн сөнөсөн улсын шинж! https://t.co/szSAlwpqVM"
positive,Засагт хан аймгийн Эрдэнэ дүүрэгч вангийн хошууны томоохон хурал номын газар болох Жалханз гэгээний хүрээ нь одоогийн Хөвсгөл аймгийн Цагаан уул сумын нутагт сумын төвөөс урагшаа 13 км зайд Гурван модны хонхор гэдэг газар суурьшиж байжээ. https://t.co/Rr5iMCmuvs
negative,"Нэр дэвшигчид тодроод өчнөөн хонож бхад Эрдэнэ гэж ярихгүй бсанаа хэсэг бүлгээрээ нэгэн зэрэг #VoteErdene2021 нтр гэсэн хаштагтай гарч ирж нтр 🤣🤣🤣

Тэгчээд үзэл бодлоо битгий худалд нтр...... Миний хөгшчүүл одоо болиоооооо 🤣🤣🤣"
negative,"@bolodm 1.Энхбат бол гоё үзэмжтэй дёсэрт  ,       2.ХҮҮК БОЛ БЭЛЭН ГОЙМОН  шартсан   үёдээ л   хүсэмжилдэг    /үнэ хямд  эрүүл мэдэд хортой./...   3.  ЭРДЭНЭ бол  хүн болгон муулдаг ч уйддаггүй  лапша .../ амин дэмээр баялаг/..."
negative,"@Batka_ 55 хавьцаа У.Хүрэлсүх болноо... Д.Энхбат аман хүзүүнд 30 орчим хувь, С.Эрдэнэ 14,15% л авна."
positive,"@Ireedui_D @Batka_ @KhulanMi Би бас нэг иймэрхүү анзааны төсөөлөлтэй явна. 1-р шат Хүүк - 45%, Энхбат - 35%, Эрдэнэ - 20%. 2- шатанд Хүүк - 48.5%, Энхбат - 51.5%"
negative,@TovuuBold Ингэж бичээд эрдэнэд доор нь бичсэн хүмүүсийн сэтгэгдлийг өөрөө дамжуулдаг уу.  Хүүк 4к хуурамч зүрхтэй бол Эрдэнэ чинь 4к ориг ууралсан эможтой шүү. Ороод хараарай.
negative,@TovuuBold Эрдэнэ АН дарга болоод намаа хувааж УИХын сонгуульд намаа ялагдуулсан. Одоо ерөнхийлөгч болно гэдэг ёс зүйгүй хүн гэсэн үг.
positive,"Энхбат 50%
Хүрэлсүх 40%
Эрдэнэ 10% https://t.co/iIbiKcf86x"
neutral,"Хотоос алсрах тусам хөнгөлөлт илүү эдэлнэ. Хотод бол ямар ч хөнгөлөлт, чөлөөлөлт байхгүй.
Л.Оюун-Эрдэнэ: Төгсөөд хөдөө очиж ажиллавал ажилласан жилийг нь илүү тооцож, нэмэгдэл олгоно https://t.co/WUDp9VnspF"
negative,"@Uyanga_ts @idermn Эрдэнэ чинь оноолтот биш захилгат бөх, хар амиа яая гэхдээ л Хүгсэлзүүрийн аманд очиж бна хөөрхий гэж..."
negative,НЭР ДЭВШИГЧ С.ЭРДЭНЭ ХААЧИВ? https://t.co/8SyTIpcWeX via @urug.mn
positive,"Ж.Бат-Эрдэнэ: Зургаа болон түүнээс дээш хүүхэдтэй гэр бүлийг ипотекийн зээлд хамруулах, цаашлаад орон сууцны урьдчилгааг төрөөс төлөх заалтыг оруулсан https://t.co/bsw39pzxk3"
negative,"Баабар: С.Эрдэнэ бол байдаг л нэг хулгайч, алуурчин, луйварчин❗️❗️❗️

 https://t.co/mrcIS4oAmF"
neutral,"Яг хэлсэн шүү!
Ерөнхийлөгчийн охин, Шадар сайдын ахын хүүгийн компанийг оруулахаа, бас хотын дарга нүүхгүй гэхээ больж гэж ойлголоо. 

Ерөнхий сайд Л.Оюун-Эрдэнэ: Наамдын дараа хотын захиргааг Яармаг руу нүүлгэнэ 

https://t.co/k2ihJpyJMw"
