Expression Label,tweets
neutral,"Энхбат бол улс төрийн түгжил...
Жаргалсайхан https://t.co/i99zsjQkQC"
negative,Б.Жаргалсайхан: Энхбат бол өнөө цагийн улс төрийн ТҮГЖИЛ! улс төрд гаргаж болохгүй хүн! https://t.co/TcvnddeS5M
negative,"Инфлүүнсэр байхгүй, жиргээч байхгүй. Постер л байна. 
#Энхбат #100Етөгрөг https://t.co/Y56IYL47iu"
negative,@enheene Энхбат гуайг дэмжсэндээ биш шүү дээ
positive,"@L1_5EarthMoonMN Манайхаас маш том 1 ялгаа харагдаад байдын, тэр том  амээрхийн ерөнкийлөгч эд нар чинь их гоё инээмсэглэж ярихын, манай МАНгарууд болохоор дандаа л загнасан, хөмсөг зангидаж, хөмхийгөө зуусан, хорслын харцаар харсан хүмүүс байхын. 

Энхбат гуай харин эд нарт дөхөх имижтэймдаа."
neutral,"Энхбат гуай бол .... Yes, he’s cool. But let’s to be honest. Энхбат гуай гарахгуй. Яаж ч хүсээд, яаж ч магтаад, юугаар ч нөлөөлөөд гарахгуй. He’s not gonna win! Period... Хэдүүлээ өөрсдийгөө хуураад яахав. Прагматик байх насанд ч ирлээ. Романтик бгаад өнгөрсөн сонгуулиар яалаа?"
negative,"МАН 91 % үнэмлэхүй ялсан. Бид л худлаа эрочиглоод бснаас бодит санал дээр ХҮН-ийг гаргаагүй. Өнөөдөр ч гадаад дахь монгодчууд Энхбат гуайг дэмжих кампани явуулаад бгаа ч 280,000 Монгол гадаадад амьдардагаас 60,000 нь сонгуулийн насных бтал сонгууль өгөхөөр бүртгүүлсэн нь 600 хүн."
negative,"That’s who we are. We’re hypocritics. Бүх поллоор Энхбат 8%-д ч хүрэхгүй бхад бид энд худлаа гар хангалга хийгээд ямар ч нэмэргүй. 
Тэгэхээр С.Эрдэнэ л үлдэж бна. Би С.Эрдэнэд дургуй. Ер нь дуртай хүн бхгуй. That’s obvious. Энэ бүх цаг хугацаанд би Эрдэнийг шааж л ирсэн."
neutral,"Энхбат даргыг шүүмжлэх өнцөг олж чадахгүй байгаанмуу... ууг нь аягүй тодорхой ш дэ. 
“ТӨРД ЧАДНА гэж орж ирчихээд ЧАДАХГҮЙ НЬ ГЭЭД ГЯЛС ГАРЧИХСАН Л ХҮН ШҮҮ ДЭЭ”... ингээл болоо. яаасан ч толгой муутай ийн бэ дээ 🙈🙈🙈"
negative,Энхбат гуай гарнаааа https://t.co/sqcF4R5CLU
negative,Энхбат ах яагаад ч ялахгуй. Ойлгомжтой. Гэхдээ С.Эрдэнийн саналаас хангалттай зулгааж хорлоно. АН 25%-н хатуу санал авдаг. Энхбат үүн дээр нэмэгдэх саналуудаас зулгаавал тэр хоёр 2-лаа 30% ч хүрэхгүй. Ингэд 50+1 Хүрэлсүхт очино.
neutral,"Э.Энхбат начин ухаан оржээ, схан мэдээ гээд хүмс баярлах, үнэхээр баярлах схан мэдээ! 
Монгол Төрд ухаан оржээ гэсэн схан мэдээ хэзээ ирэх бол! 
100 жил элбэг бгаа гэж бодхоос дотор харанхуйлах!!!!"
negative,"Энхбат гарнаа. Цаг нь болсон. Хүмүүсийг дутуу үнэлж болохгүй. 2-р шатанд үлдэж л чадвал 2 шатанд бол найдвартай. Эцсийг нь хүртэл итгэх хэрэгтэй.

Энэ сонгуульд бол Эрдэнэд найдах нь өөрөө бодлогогүй үйлдэл.
1.Хүн ам дунд түний нэр хүнд
2.Сүүлийн сонгуулийн үр дүн
3.АН-н бга бдл"
negative,"Энхбат гуайг дэмжиж бгаа найзууд бол ХҮН-хэнтэйгээ тулалдах л бх даа. Мань чинь зунжин ХҮН-г сонго нэж л орилсон. Итгэл үнэмшлээрээ л үзэж тарсан. Энэ удаад Энхбат гуай гарна гэдэг итгнл алга. Сорри ми найзууд аа. Сонгууль дуусна, хэдүүлээ ХҮН-ээрээ үлдхийм шүү. Балбалцах л бх да"
negative,"Пөөөх Энхбат гуай, Жэнко хоёрыг нээрэнгээсээ мартчихсан бна шд :-)"
negative,Саарал бүлэгт багтах сонгогч С.Эрдэнэд саналаа өгөх үү? Нөүп. Өгөх магадлал мааааааш бага шүү. Харин энэ бүлэгт багтах сонгогч Д.Энхбатад саналаа өгөх магадлал нь хамаагүй/харьцангуй өндөр. Common sense. Тэгэхээр энэ 2-ын хэн нэгэн нь У.Хүрэлсүхийг давж чадах бол тэр нь Д.Энхбат.
neutral,Новш гэж Хүүкийн дарангуйлалд орохгүйн тулд Эрдэнэд санал өгөхөөс өөр сонголт алга. Энхбат бол МАНы кармааны намаас дэвшиж байгаа Эрдэний санал хуваагч 🥴 https://t.co/rCkrCQgv4V
positive,Энхбат Элбэгдоржийн зөвлөх бсан юм уу ? https://t.co/hb09o9YO9s
positive,@Uyanga_ts @Onon90182120 амжилт2. Би ч Энхбат гуайг балиашиглана өө
negative,Цагаан сонголт хийх нэмэргүй гвл Хүүк т өгнө. Хэзээ ч Энхбат Эрдэнэ 2т өгөхгүй болохоор https://t.co/O6aaUko6MY
neutral,"@MNNtweet Хаа газрын болохгүй нөхөд нийлж авдаг. Энхбат Эби-гийн техник, технологийн асуудал хариуцсан зөвлөх байсан. Батлага гарч ирээд хусчихсан."
positive,@UblineMn Сайхан эхнэртэй хүн ерөнхийлөгч болох ёстой гд л Энхбат гуайн эхнэрийн зургийг сэвж өгсөн шд. Яг ямар хүн ерөнхийлөгч болох ёстой юм бэ?
positive,Улсын начин Энхбат ухаан орсон гэнэ. Түвшинбаяр 461р хорих ангиас хэзээ гарч ирж ард түмнээсээ уучлал гуйж байна гэж матрын нулимас унагааж жүжиг шаах болдоо.
neutral,"@DanzanBolormaa @SerteeO Яг өнөөгийн нөхцөлд соёлтой боловсон хүн гараад юм чадахгүй л болов уу. Олон жил бугшсан зүйлийг хүчээр дарах шаардлага байна. Энхбат арай л зөөлдөж, ар байхгүй учир өөрчлөлт хийж чадахгүй л болов уу... Бодит байдал ийм л байна... уучлаарай"
negative,@Vandka_B @GansukhTs1 Энхбат гуай бас тэмцэж үгээ хэлж л байсийм байна
neutral,"Энхбат ядаж л буу камерлуу онилж зураг авахуулахгүй, цэргийн баяраар танканд суун явж байгаа клип цацахгүй. Бидний нийгмийн систем, зарчмыг ойдгодог, хүндэлдэг хүн. Тэрэндээ л нийцүүлж ажиллана гэж итгэж байгаа. Итгэх ч үндэслэл байгаа.🙂"
negative,"“Би Энхбатыг дэмжиж бгаа, гэхдээ Энхбат хөдөө орон нутгаас санал авахгүй ээ” ч гэх шиг. Энэ бол дэмжиж бгаа хүний үг гэж итгэхэд хэцүү. Яагаад гэвэл өөрийгөө дэмжигч гэж зарласнаа араас нь “хөдөө орон нутгаас санал авахгүй ээ” гэж хайрцаглаж, ялгаварлах нь бол дэмжлэг болохгүймл."
negative,"Энхбат бол Монголын интернетийг үндэслэгч, компютер зохион бүтээгч бла бла. Саяхан болтол дааж давшгүй үнээр интернет авдаг байсныг хэдэн үүрэн операторууд л дэлхийн үнэд ойртууллаашдээ"
neutral,Энхбат 7н сарын 1н бла бла гэдэг хүмүүс нь үзнэ биз ээ. https://t.co/ye7h6DCS2Q
neutral,"Манай нэр дэвшигчийг харлуулах ганц сэдэв нь 7.01 жагсаалд оролцсон гэж. Гэтэл байр суурь нь баримтаар гараад ирлээ. Яана даа, харлуулах ажил нь нэг л явдаггүй дээ.
Мань мэтийн ХҮН-ын залуусыг Эби, Миеэ, Сү-тэй наагаад хөөрхөн сэвчдийн. Харин Энхбат гуайг хэнтэй нааж холиох бол😂 https://t.co/qsFSllJSpZ"
neutral,Түрүүчийн сонгуулиар цагаан сонголт давамгайлна гэж бодоогүй ч үнэхээр санал өгөх хүн байгаагүй учир 2 удаа цагаан хуудас өгсөн. Энэ удаад ч бас өөрийн хүссэн хүндээ л өгнө. Энхбат яасан ч гарахгүй учир Хүүкийг гаргахгүйн тулд Эрдэнэд өгнө нтр гсн өгүүлбэртэй бодлого бодож чадкуэ
neutral,Зохион байгуулагч Д.Энхбат https://t.co/0tpe4OTNP0 https://t.co/YOeBkYyaqj
positive,@dorjkhand_t Монголын у.төрд салхи оруулъя гэвэл одоо л Энхбат гуайг нэгдэж нийлээд эцсээ хүртэл дэмжих хэрэгтэйдэ Монголчуудаа!
positive,"Үдшийн мэнд, Жиргээшдээ. Нилээд олон хүний сонгуулий тухай бодлыг уншлаа. Хүүкгүй сонголтыг дэмжигчид Энхбат, Эрдэнэ 2 хуваагдаж өгнө.2 дахь шатны сонгуульд энэ 2-ыг нэг нь Хүүктэй үзнэ биз. Сайн сонгогчдод хүрч ажиллавал Хүүкгүй 2 дахь шат болох магадлалтай. Бүгдэд амжилт хүсье."
negative,Ер нь Энхбат гуай заавал хандив авах ёстой юм уу? Аль эртнээс бизнес хийсэн баян хүн биз дээ. Ер нь нэр дэвшив байгаа хүнд хандив өгөх шаардлагатай юм уу 😂
negative,@Ganchimeg_n @nambon__ Энхбат Нямаатай адил юм бэ
neutral,Энхбат ах гарахгуй ээ. Тэгэхээр та нарын эморлоос болж Хүрэлсүх гарна
positive,Гэгээнтэн гэж хүүк нь юм уу энхбат нь юм уу
positive,"@Batka_ Хүүк 70, Энхбат 20, Эрдэнэ 10"
positive,"@Batka_ Хүүк 60%, Энхбат 25%, Эрдэнэ 15%"
neutral,@Uyanga_ts Хамаагүй. Гарахгүй байлаа ч саналаа өгнө. Ядаж дараагийн Энхбат гарах суурь болог.
positive,"@Batka_ 1р шат:
Хүк 40%, Эрдэнэ 18%, Энхбат 30%, Цагаан 12%
2р шат
Хүк 43%, Энхбат 51%, цагаан 6%"
negative,"2008 оны 7 сарын 1-нд Д.Энхбат гуай чухам юу гэж хэлж, уриалж байсныг харцгаа‼️ Гол буруутнууд нь, хатгаж, үймүүлж байсан хүмүүс өнөөдөр түүнийг харлуулахаар оролдох нь ичгэвтэр❗ Түүх түүхээрээ, баримт баримтаараа л үлдэнэ‼️ https://t.co/6S6XtIWZyf"
negative,"@Uyanga_ts @IREEDUIRUU шударга, санал луйвардахгүй бол Энхбат гарна. Харин угаасаа гд луйвардвал Хүрэлсүх гарна. Гэхдээ Монголчууд сүйрнэ. 1 хүний дарангуйлалд орно."
negative,@Batka_ За тэгээд Энхбат дээр санал их байхаар устгадаг шүү
positive,"Өнөөдрийг хүртэл Э.Энхбат начингийн эмчилгээний зардалд 750сая гаран төгрөгийг зарцуулсан байна. 
Үүний 300сая төгрөгийг Н.Түвшинбаяр гаргасан бол үлдсэн мөнгийг найз нөхөд, танилууд нь гаргажээ❗ https://t.co/S222MaMzPP"
positive,"@Batka_ Хүүк 56%, Энхбат 25%, Эрдэнэ 17%"
positive,Д.Энхбат гуайг дэмжиж буй бүх хүмүүст баярлалаа...
positive,Цалин буугаад... сүүлчийнхээ мөнгийг нэр дэвшигч Д.Энхбат ахад шилжүүлчлээ... гоёайнаа. https://t.co/UCUbzP8m7A
negative,Энхбат начинг сэргэлээ гэж яагаад худлаа мэдээ гаргаад байгаан. Ядаж ар гэрийнхэнийг нь тайван байлгаадхаач. Балиар ЖАНХУУчидаа
negative,"Буянгийн Жагайгийн худал ба 7/1-ний үнэн:
7-р сарын 1-нд Д.Энхбат яг юу гэж хэлсэн бэ. Үймээн самуун тариагүй, иргэд гэртээ харьцгааж, намын дарга нар хэлэлцэх ёстой гэсэн байна. https://t.co/bEPzKFKZrI"
negative,"@Batka_ 51% Энхбат 49% Хүрэл-Эрдэнэ 
ОБЭЭБЭ гэж л буугаад байна да. Х лав биш байна. Уншигдахгүй байнадаг."
positive,"Энхбат гоё сайхан л гээд байхын. Сонгууль ямар ""бяцхан мисс"" тэмцээн юмуу. Жаахан бодитой пиард л даа"
negative,"@Uyanga_ts Энхбат нь гарахгүй байсан ч хамаагүй, би л хувьдаа Энхбатад өгнө энэ заваан хулгайч нарыг ялж байгаа Миний ялалт.👍👍👍👍"
positive,Энхбат гуай хоёр ялтантай өрсөлдөх гэж байгаа шдэ🤣 https://t.co/W03tXlR1sx
negative,@Uyanga_ts Үнэхээр тийм. Энхбат гарахгүй. Жиргээчид яаж дэмжсэн ч гарахгүй
negative,"@IREEDUIRUU @enkheeontweet @Uyanga_ts Энхбат гуай УБ+Дархан+Эрдэнэт 3хотыг гол тулгуур болгоод бүх хүчээ хаях хэрэгтэй, орон нутагийг хаях хэрэгтэй."
positive,"@Batka_ @KhulanMi У. Хүрэлсүх 50.6%
С. Эрдэнэ 30.2%
Д. Энхбат 18.4%
Хүчингүй 1.8%"
neutral,"Хүүк 44% Энхбат 36% Эрдэнэ 20%.

Аль ч дэвшигч 50% аа авч чадаагүй учраас дахин санал хураалт явна. Хүүк 41% Энхбат 51% Цагаан сонголт 8% үр дүнд Энхбат ялна гэж таамаглаж байна https://t.co/0ZbqKbbW9p"
negative,Энхбат гараад яах ч билээ?Дэмий санал хуваах л ажил!....
negative,"@Batka_ Харанхуй намчирхал яаж ч мэднэ.Энхбат технократ хүндээ.Монголчуудад ""гоёдох"" бх..."
positive,"У. Хүрэлсүх 57+-%
С. Эрдэнэ 28+-%
Д. Энхбат 15+-% https://t.co/XqT2cWU9Ic"
positive,"@Batka_ @KhulanMi 1-р шат 48% Хүрэлсүх, 27% Энхбат, 25 % Эрдэнэ.  2-р шат 51% Энхбат, 49% Хүрэлсүх"
positive,@hoidnuur Энхбат нь санал хуваахгүй юу
negative,Энхбат гуайн талаар би муулахчгүй сайлахчгүй бүррр жиргэхгүй тэгсэн ч тэр унана... 😂🤣🤣
negative,@Uyanga_ts Энэ уг нь гарцаагүй үнэн гэхдээ бодож бодож Энхбат дээр шийдсэн байгаа. ЖАН-аас болоод үхсэн ч Эрдэнээд өгөхгүй гэсэн өчнөөн АН-ын гишүүд байна. Яаж ч ятгаад нэмэргүй . 2 дохоор Энхбат гарна. Гэр хороолол хөдөөд ялахгүй гэдэг нь эндүүрэл. Би яг тэдэн дунд чинь ажиллаж амьдардаг
neutral,@Zandanbat5 Энхбат гуайг би лав найз шиг ах шиг боддог доо. Нөгөө хоёр ахтай уулзаж үзээгүй...
negative,"@Uyanga_ts @tulga2002 @ob2133 Эхний шатанд Хүрэлсүх 50% аваад гардаггүй л юм бол Эрдэнэ,Энхбат 2-н сонгогчид санал хуваана гэж байхгүй шдэ.Тэр 2-н саналын нийлбэр нэмэгдэхүүний байрыг сольсонтой адилхан л гарна.
Яаж ийж байгаад 2 шаттай болгоод,2-р шатанд 2 сөрөг хүчний сонгогчид нэгдчихвэл боломж гарна шүү."
negative,"ҮХЦ, Шүүх, Эрдэнэ-г худалдаж аваад АН-ы хуурамч тамга хийж өгөөд гол өрсөлдөгчөөр захиалаад авчихлаа.
Энхбат захиалгаар дэвшсэнээ мэдэхгүй бөөн горьдлого тээгээд юм ярих гэж үзээд байх шиг!
Энэ ардчилсан улсын шинж биш!
Авилгад идэгдсэн сөнөсөн улсын шинж! https://t.co/szSAlwpqVM"
neutral,"7 сарын 1ний цуглаанд Энхбат очоод үг хэлчихсэн юм аа даа.
Сайн байна шд.
Очоогүй бол харин өөдгүй амьтан байх байсан."
positive,@batengineer @SaruulhanA энхбат явахгүй
negative,"@DanzanBolormaa @OyunchimegAyur Харин ч Энхбат нэг л хөндий худ, өөртөө ч итгэлгүй бгам шиг санагдсан, тэгээд ч баг, бодлого хөтөлбөр байхгүй, тоглоомын нэр дэвшигч дээ"
negative,"@bolodm 1.Энхбат бол гоё үзэмжтэй дёсэрт  ,       2.ХҮҮК БОЛ БЭЛЭН ГОЙМОН  шартсан   үёдээ л   хүсэмжилдэг    /үнэ хямд  эрүүл мэдэд хортой./...   3.  ЭРДЭНЭ бол  хүн болгон муулдаг ч уйддаггүй  лапша .../ амин дэмээр баялаг/..."
positive,"@110Orgio МАН албаар Энхбат гуайг залхтал, ой гуттал долоолгох такчик хэрэглээд бгаан бишүү
Хүүкээ болохоор иргэд өрөвдтөл нь хэт доромжлолын хар ПР-аар  муулж иргэдийн сэтгэлд нь ойртуулах гээд бгаан бишүү 😂😂😂"
negative,"@Batka_ 55 хавьцаа У.Хүрэлсүх болноо... Д.Энхбат аман хүзүүнд 30 орчим хувь, С.Эрдэнэ 14,15% л авна."
positive,"@Ireedui_D @Batka_ @KhulanMi Би бас нэг иймэрхүү анзааны төсөөлөлтэй явна. 1-р шат Хүүк - 45%, Энхбат - 35%, Эрдэнэ - 20%. 2- шатанд Хүүк - 48.5%, Энхбат - 51.5%"
neutral,@Uyanga_ts Хамгийн сайнд нь өг гэж сонгууль өгдөг юм бол Энхбат гуайд эргэлзээ байхгүйээ. Энхбат гуайг голоод байгаа юм бол өөр хэн гэж? Үнэхээр ойлгохгүй юмаа хэхэ
negative,Ёоо дөнгөж сэрээд Энхбат гэж гөхсөн жиргээ уншаад жоохх бөөлжчлөө 🤮
negative,Бид бүгд сонгуулиа очоод өгчихөд л Энхбат ялна даа уул нь https://t.co/7RlKg0mYv7
neutral,"Энхбат 50%
Хүрэлсүх 40%
Эрдэнэ 10% https://t.co/iIbiKcf86x"
negative,"@Byambadorj131 @TovuuBold Харин? Энхбат яасын? Тэр хүн юу хийсийн ер нь? Хүнтэй алалцсан уу? Алалцаж үзсэн үү? Хэд унаж, хэд босож байсийн бол?"
negative,"@munkhsergelenj Хүүкээс Энхбат дээр улс удирдах байлдаантай тоглоом биш. 
Машинаас бууж төр улсыг төвхнүүлэх хэцүү"
positive,Энхбат ахад буруу байхгүй 😎 https://t.co/x6Hdu8RC2e
neutral,МАН-н суурь сонгогчдын 400к гэдэг шиг Энхбат гуайн суурь тоо 400к элбэг байгаа байх шүү. 😉
positive,"Үдшийн мэнд, Жиргээшдээ. Нилээд олон хүний сонгуулий тухай бодлыг уншлаа. Хүүкгүй сонголтыг дэмжигчид Энхбат, Эрдэнэ 2 хуваагдаж өгнө.2 дахь шатны сонгуульд энэ 2-ыг нэг нь Хүүктэй үзнэ биз. Сайн сонгогчдод хүрч ажиллавал Хүүкгүй 2 дахь шат болох магадлалтай. Бүгдэд амжилт хүсье."
negative,@Uyanga_ts Энхбат гуай гарахгүй ээ.Би анхнаасаа л хэлээд байгаа ишлэлээр дээшээ гардаг бол Монгол улс хөгжөөд тасарчихсан тэр чинь зүгээр л ...
negative,@Uyanga_ts Энхбат гэдэг хүн санал хувааж Хүүк шээт юмаа. https://t.co/QowUnnODIL
positive,@Ichinkhorloo3 Бүгд сайхан эмэгтэйчүүд гэхдээ Хатагтай бол өөр Энхбат ахын эхнэр илүү дөхөж очно байх
negative,"Би ч бас үр хүүхдүүдийнхээ өмнөөс айж бн.Дэмжээд бга хүмүүс өөрсдөө түр зуурдаа болж бга мэт блвч алсдаа хүүхдүүд н өөрсөд шиг нь намчирхалд амьдарч чадах уу? 
Д.Энхбат: Би нэг зүйлд их санаа зовж байна. Монголын ардчилал үнэхээр нэг намын дарангуйллаар солигдох вий гэхээс айж бн"
positive,Монгол улсын ерөнхийлөгч Д. Энхбат https://t.co/lRuYtPlYq2
negative,"Д. Энхбат: “Монголд эдийн засгийн хямрал биш, хулгайн хямрал болж байна” гэж үг байдаг. Энэ бол үнэн үг. Авлигыг арилгана гэдэг бол нэг хоёр хүнийг шоронд хийснээр шийдэгдэхгүй. Авлигын систем ажилласаар л байна шүү дээ. Өөрөөр хэлбэл, ил тод биш, хяналтгүй төр,"
negative,"Тэр Энхбат нь тийм лаг боловсролтой юм бол дэмжигчид нь яагаад ийм бүдүүлэг нөхөд бна аа бусдын сонголт, үзэл бодлыг гутаасан доромжилсон өөрөөсөө өөр саналтай хүмүүсийг тэнэг мангараар нь дуудсан https://t.co/R4egWGGlVz"
negative,"Ерөнхий сайдын уучлалаар батлан даалтад гарах гэж байгаа юм уу?
Энхбат ухаан орохоосоо өнгөрсөн гэж сонссон юу л болоод байна даа 😢😢😢 https://t.co/GDG1ySKl7f"
positive,Улсын начин Э.Энхбат ухаан оржээ https://t.co/hAGBXe854f
negative,"@bolodm Энхбат- давсгүй лапша.
Эрдэнэ- ялзарсан сонгинотой шөл.

Хүрэлсүх- гурил мах хачир давс нь таарсан цуйван. Ийм болсон нийгмийг засна."
negative,Эрдэнэ Энхбатад биш Энхбат нь Эрдэнэд дэм болоод нэрээ татчихвал уг нь Эрдэнэ нь дарангуйллын эсрэг зогсож чадахуйц ардаа дэмжлэгтэй юм байгаа юм даа.
negative,Өөрсдийнх нь гаргаж өгсөн тайлангийнх нь дагуу л татвараа нэхэж буй уг нь. Хэрэв ашиггүй ээ гсн бол татвар нэхэхгүй ашигтай гсн учраас л нэхэж байгаа.Энхбат гуай ийм юмыг ойлгохтойгоо хүн байх.Зүгээр попорно гэдэг нь л😒😒😒 https://t.co/R9O91OjyRX
negative,Энхбат гуай: Яг үнэндээ над шиг нам бус хүн ерөнхийлөгчид нэр дэвших тухай 15 хоногийн өмнө бол төсөөлөө ч үгүй явлаа гэжээ. Гэнэт шийдээд л романтизмдаа хөвж явна даа тэ.. Дэмжигчид нь жоохон зөөлөн зодоорой ккк
negative,"@SaruulhanA Хэнийх нь ч талын хүн биш байна аа
 Хүүк гарна
Өөр бусад нь юу ч гээд, юу ч  хийгээд нэмэргүй.
Эрдэнэ намыхаа учрыг олохоо бод
Энхбат интернэтийн хурдаа нэмэх тухай бодсон дээр"
negative,Энхбат гуайн суртчилгаа буруу л яваад бн даа https://t.co/GfOix06ncH
positive,@KhulanMi @KhishigtogtohTs Тэгвэл Энхбат нэр дэвшигч юу бол хувирах юм...
negative,"АН-ын томьёо: Энхбат угаас гарахгүй. Төрийн албаныхан,нийгмийн халамж авагчид тэр чигтээ Хүрэлсүхэд өгнө.Үүнийг үл хүсвэл Эрдэнэд өг.

Энэ логикийг эвдэх амархан. 
Ардчилсан намыг дэмжигчид бүгд саналаа нууцаар өгөхдөө Энхбатыг сонгох.
Санал хуваагдаж Хүүк гарахыг хүсээгүй л бол"
positive,Д.Энхбат гуай энэ сонгуульд ялах нь хаашаа юм. Гол нь дараагийн 24 оны гишүүнд Зөв хүн электорат дэвшлээс үзэхэд танигдах ажлаа маш сайн хийгээд авах нь л чухал юм даа. @enkhbat
positive,Энэ сонгуульд Энхбат @enkhbat гарах магадлал муу ч гэсэн Нийт Монголчуудад эрдэм боловсрол хүмүүжил төлөвшил хэр чухал гэдгийг мэдрүүлж өгч байгаа @Hunnam_mn нийт залуусдаа баярлалаа Энэ бол сайн үлгэр шинэ стандартын загвар болог! @dorjkhand_t @Naidalaa @Munkhsoyol_Econ @aagiiah
positive,"""Монголын бизнест шинэ үеийн манлайлагчдыг дуудаж байна”.  Датакомын Энхбат ах маань 2019 онд манай анхны Growth Summit Улаанбаатар-ын нээлтийн илтгэлийг тавьж байсан билээ. Та бүхэн үзэж сонирхоорой: https://t.co/RsDfVQTboh @enkhbat #ДангаасүрэнгийнЭнхбат #ДЭнхбат #ДатакомЭнхбат"
negative,@Uyanga_ts Энхбат дэвшсэнээр Хүүкийн зам дардан болж байгаа нь үнэн.
negative,"@otgonjargal Би Энхбат гуайг дэмжинэ, Хүүк лаг гэхдээ Ерөнхийлөгчид Энхбат гуай тохиромжтой."
negative,"Үнэхээр бодитоор сэтгэвэл Эрдэнээс Энхбат рейтинг хамаагүй өндөр. Эрдэний сунгаанд орж түрүүлсэн нь Хүрэлсүхтэй түрийвч нэгтгэсний л үр дүн гэж ойлгосон. Тэгээд ч нийт массд Эрдэнэд нэр хүнд түй ч байхгүй. Үнэхээр Хүүкийг гаргахыг хүсэхгүй бол Энхбатыг л сонго, манжлах хэрэггүй."
negative,"@altangerel_grl @Khulgun_Gold Жагаа мөнгө, албан тушаал бодоогүй байх. Д.Энхбат хамт тэмцэнэ гэж Жагааг баахан хошгоруулж байгаад бултчихсан, Жагаа 2 сар шахам хоригдсон. Жагаагийн уур энэ насандаа ч гарахгүй байх."
negative,"@AmaraaU @Khulgun_Gold Д.Энхбат хамт тэмцэнэ гэж Жагааг баахан хошгоруулж байгаад бултчихсан, Жагаа 2 сар шахам хоригдсон. Жагаагийн уур энэ насандаа ч гарахгүй байх."
negative,"Жагаа ах - за битгий санаа зов доо тэр Эрдэнээ чинь гарахгүй дэ  , Энхбат чинь бүүр гарахгүй  гж авсанн Хүк нь л гархым бх даа 😢"
negative,Энхбат гуайг хүсээгүй байхад нь ерөнхийлөгчийн сонгуульд нэр дэвшүүлчихсэн юм уу?
neutral,"Жиргээнийхээн, болиод өгөөрэй. Өөрсдийгөө нүүр номынхноос дээр гэж сайрхдаг байж, тэндээ бичигдэж байгаагаас илүү их далийцгааж байна шүү. 

Энхбат интернэтийг зохиосон
Эрдэнэ сагсыг зохиосон чих шиг. хаха. Далийгаад байгаарай. 😆😆🤣🤣"
positive,"Энхбат интернэтийг зохиосон
Эрдэнэ сагсыг зохиосон
Хүрэлсүх тэгвэл Хурандаа цол өөртөө зохиож зүүсэн"
positive,"@Uyanga_ts АН байхгүй гэж бодоод Энхбат рүү өгөхөд найдвартай гарна.Энхбат гоё теором хэлсэн. Ерөнхий утга нь Өөрчлөе гэвэл чадаж магад.өөрчлөгдөхгүй гэвэл найдвартай өөрчлөгдөхгүй), энэ чигээрээ."
positive,"Газын зурваст болж байгаа үйл явдал, Ойрхи Дорнодын улс төрийн талаар судлаач Д.Баярхүү, @anhaa_mnjr багш, А.Энхбат багш ярилцана. Ойрхи Дорнод чиглэлийн манай дипломатч, судлаач нар. Сонирхоорой

AToday, 20 May at 7:00 PM GMT 8 on @clubhouse. Join us! https://t.co/jgkCYWa2Bc"
positive,"@Batsugar1 Эрдэнэ, Энхбат хоёр удахгүй хятад болно. Бүүр хамаатан садан улсууд байж таарна"
positive,"УБ, Дархан, Эрдэнэд ХҮН-ын нэр дэвшигч Д.Энхбат сонгогчдын дийлэнхи саналыг авч чадвал ерөнхийлөгчөөр сонгогдоно шүү... https://t.co/NiyNnHfZmb"
neutral,"Гүй ээ Энхбат гуайн ""Ам нээвэл"" , ""Амжилт"" нэвтрүүлгүүд гараад бүр хандивын цахим үдэшлэг болоод байсан биздээ.Бусад нь болохгүй юу? Тэ https://t.co/R0FYRHHGMj"
positive,Энхбат гуайд боломж байгаа л юм байна. https://t.co/Gx7E9TMIdp
negative,Энхбат нь ухаан орсон гээд л суллачихаж байгаа хэрэг үү
negative,"@Mongol_huu Энхбат ах ам нээвэлээр орсон, Эрдэнэ дарга Мэдээллийн урсгалд уригдагдсан. Өөр тохиолдол юм уу?"
negative,"Нэр дэвшигч Д. Энхбат интэрнэтийг зохиож Монголд нэвтрүүлсэн хүн, аа харин С. Эрдэнэ бол сагсан бөмбөгийг Монголд үүсгэн байгуулж хөгжүүлсэн хүн.
Танай Хүүкт юу байна даа МАН-ынхаан 🤣🤣🤣"
positive,Түвшинбаярт зодуулсан Энхбат зүв зүгээр л байгаасай https://t.co/vgmqE53EZT
positive,@unurtsetseg0905 @BayarsaihanG @otgonbayaraas Энхбат?
negative,"Энхбат гарахгүй шдээ ... энэ том систем, мөнгөний өөдөөс яах юм гэхийн 🧐
Тэгээд МАНАНтай дарангуйлалын систем хүсээд байгаамуу гэхээр үгүй гэхийн 
Юу хүсээд байгаагаа мэдэж л байгаа бол ДУУГАЙ Л ЭНХБАТЫГАА ДЭМЖ Л ДЭЭ!!! Өөр сонголт хийгээд л үз!"
negative,"Энхбат у/төрийн системийн гажгийг оношлочихсон. Намын дотоод ардчилалыг хангахгүйгээр улс орон хөгжихгүй гдг,үүнд ч би итгэдэг. Гэтэл Эрдэнэ гэгч намынха сунгааг 100 саяаар үнэлж УИХ сонгуульд ялагдуулсан. Нам дотро ардчилал хж чадаагүй хүн улс орны ардчилалыг хамгаална гэнээ 🤣"
negative,"@tsetseg_n01 Клубхауст хүмүүс дэвш гэж их дайрсан. Гэнэт байсан нь бол үнэн. 
Дефактоо жаргалсайхан татгалзсан болохоор оронд нь энхбат гуай орсон"
